trigger_name|t90    |t90_error|t90_start|ra        |dec      |error_radius|lii     |bii     |fluence  |fluence_error|flux_64  |flux_64_error|flux_64_time
bn090306245 | 27.904|   14.857|   -2.816|09 08 00.0| 57 00 00|      4.1000|159.5294| 40.8786|1.3706E-6|    3.7041E-8|   3.5895|       0.9796|       2.688
bn090307167 | 29.440|    1.810|   -5.120|11 30 48.0|-23 54 00|     12.4000|280.1963| 35.3865|1.0944E-6|    3.6903E-8|   3.9687|       1.3599|      15.424
bn090308734 |  1.664|    0.286|   -0.320|01 27 36.0|-54 18 00|      4.8000|291.6579|-62.0296|2.5458E-6|     2.888E-8|  12.3319|       0.7141|       0.640
bn090309767 | 56.513|    5.146|   -0.512|11 37 12.0|-49 30 00|      3.6000|290.7493| 11.6076|4.4239E-6|    6.8751E-8|   5.1907|       1.8104|      37.057
bn090310189 |116.930|    1.056|   -0.384|12 19 36.0|-34 12 00|      4.7000|295.4644| 28.2097|5.5426E-6|    6.2044E-8|   5.2694|       0.9444|     112.578
bn090316311 | 10.240|    1.557|   -9.728|17 04 24.0|-38 54 00|      9.3000|346.9689|  1.4619| 1.064E-6|    2.2081E-8|  10.3181|       1.2779|       0.000
bn090319622 | 54.785|    2.202|  -12.544|18 53 12.0|-08 54 00|      2.6000| 25.1947| -4.4337|6.0324E-6|    6.4998E-8|   5.8068|       1.3701|      32.896
bn090320045 |  2.368|    0.272|   -2.112|07 13 12.0|-43 18 00|     17.9000|254.4698|-14.5551| 4.447E-7|    2.3126E-8|   2.8029|       0.6538|      -1.152
bn090320418 |  7.936|    1.296|   -1.664|15 52 00.0|-46 30 00|     12.0000|332.3027|  5.8181|1.0047E-6|    3.8549E-8|   4.1679|       0.7973|       5.632
bn090320801 | 29.184|    4.536|   -0.512|12 13 36.0| 49 48 00|      9.5000|138.1688| 66.1939|1.6705E-6|    6.1584E-8|   6.0955|       1.3861|      -0.640
bn090323002 |133.890|    0.572|    8.704|12 42 48.0| 17 06 00|      0.0000|291.2262| 79.7749|1.0833E-4|    4.1606E-8|  16.3497|       1.2322|      66.177
bn090326633 | 16.128|    3.208|   -9.216|17 18 48.0|-07 24 00|      4.0000| 15.1470| 16.7611|1.6953E-6|    6.3697E-8|   7.1469|       1.0251|       6.016
bn090327404 | 14.080|    1.379|    1.280|02 12 24.0|-41 30 00|      3.1000|259.0368|-68.0552|2.8155E-6|    6.0572E-8|   4.6384|       0.7863|       6.848
bn090328401 | 61.697|    1.810|    4.352|06 03 36.0|-42 00 00|      0.0000|248.7817|-26.2422|4.2022E-5|    6.5336E-8|  25.3516|       1.4978|      24.384
bn090328713 |  0.192|    1.032|   -0.064|10 22 48.0| 33 24 00|      7.9000|192.6319| 57.4746|1.1901E-7|    1.8397E-8|  17.3474|       1.4504|       0.000
bn090330279 | 75.265|    1.379|  -52.737|10 40 48.0|-08 12 00|      2.1000|256.4338| 42.5768|1.3734E-5|    4.8934E-8|   7.6290|       1.1050|      12.608
bn090331681 |  0.832|    0.143|   -0.064|14 02 00.0| 03 06 00|      9.3000|341.0423| 60.6399|3.4457E-7|     3.456E-8|   7.1947|       0.8156|      -0.064
bn090403314 | 14.848|    1.846|   -2.304|04 28 24.0| 47 12 00|      9.7000|156.3984| -1.0775|1.0922E-6|    1.9341E-8|   3.0241|       1.0752|       0.192
bn090405663 |  0.448|    1.498|   -0.064|14 47 36.0|-09 12 00|     10.4000|344.7382| 44.0418|2.5351E-7|    3.1039E-8|   6.7260|       1.0768|      -0.064
bn090409288 | 30.336|    2.796|  -24.064|20 08 24.0| 01 06 00|      9.6000| 42.9833|-16.5274|1.1298E-6|    5.9385E-8|   3.6854|       0.7936|      23.360
bn090411838 | 21.501|    3.237|    0.003|10 24 00.0|-68 54 00|      2.4000|290.2758| -9.7333|6.6659E-6|    1.0262E-7|   8.7742|       1.0628|      11.968
bn090411991 | 14.336|    1.086|    0.768|02 34 00.0| 05 06 00|      2.4000|164.3503|-49.3442|6.2129E-6|     8.846E-8|   7.9629|       1.1057|       7.936
bn090412061 |  0.896|    0.264|   -0.832|00 05 12.0|-51 54 00|     10.6000|319.1636|-63.7465|1.2463E-7|    1.3569E-8|   4.1236|       1.1989|      -0.128
bn090413122 | 32.512|    4.360|  -22.272|17 46 00.0|-09 12 00|      5.5000| 17.0730| 10.0524|3.2266E-6|    4.9155E-8|   4.4214|       0.6364|       6.016
bn090418816 |  0.320|    0.405|   -0.064|17 31 12.0|-28 12 00|     14.4000|358.9312|  3.0698|1.8202E-7|    3.2589E-8|   5.8758|       1.2731|      -0.064
bn090419997 |184.323|    3.806|  -67.585|05 54 24.0| 31 18 00|      3.6000|178.9437|  2.8420|1.3305E-5|    5.3034E-8|   6.5615|       1.3330|      42.049
bn090422150 |  9.216|    0.362|   -0.512|19 38 48.0| 40 24 00|      0.0000| 73.9390|  9.0017| 4.587E-7|    3.4354E-8|   4.9371|       1.3097|       7.296
bn090423330 |  7.168|    2.415|   -5.888|09 54 48.0| 18 06 00|      0.0000|215.9090| 48.4649| 8.164E-7|      7.15E-8|   4.2363|       1.2238|      -2.560
bn090424592 | 14.144|    0.264|    0.512|12 38 00.0| 16 48 00|      0.0000|285.4883| 79.2139|4.6323E-5|    3.8592E-8| 126.6710|       2.0411|       1.344
bn090425377 | 75.393|    2.450|    3.584|07 54 24.0| 68 06 00|      2.1000|147.6570| 30.8726|1.8134E-5|    1.5163E-7|  18.6322|       1.6506|      58.689
bn090426066 | 16.128|    5.152|   -1.792|01 10 24.0|-19 12 00|     18.1000|152.6987|-80.9555|6.7693E-7|     4.366E-8|   3.2053|       0.8617|      -1.408
bn090426690 |  7.488|    2.496|   -1.152|05 30 48.0|-09 42 00|      2.0000|212.6256|-22.2819|3.5378E-6|    8.8242E-8|   9.1560|       0.8553|       0.448
bn090427644 |  1.024|    0.362|   -1.792|14 00 00.0|-45 42 00|     11.8000|315.2669| 15.5232|2.6529E-7|     2.221E-8|   2.9725|       0.8248|       4.608
bn090427688 | 12.288|    1.280|   -1.024|23 44 48.0|-34 36 00|      5.8000|  1.2235|-73.8959|1.6151E-6|    3.1825E-8|   5.0337|       1.0919|       7.552
bn090428441 |  3.968|    1.506|   -0.192|14 00 24.0| 39 30 00|      4.2000| 78.1025| 71.0712|  1.04E-6|    6.2717E-8|   9.2086|       1.0496|       1.408
bn090428552 | 31.488|   11.846|   -8.448|00 03 12.0| 11 30 00|      3.9000|104.5027|-49.6378|5.6027E-6|    1.2415E-7|   9.8693|       1.1576|       3.520
bn090429530 | 14.336|    4.007|   -2.560|17 20 00.0| 54 18 00|      4.8000| 81.9692| 34.8932|4.3628E-6|    1.3841E-7|   6.4436|       1.0665|       1.408
bn090429753 |  0.640|    0.466|   -0.192|08 20 50.4| 06 12 00|      4.6200|217.6735| 22.6874|1.1183E-6|    4.3313E-8|   8.6176|       0.8257|       0.256
bn090502777 | 66.048|    1.619|   -9.728|17 51 12.0|-20 18 00|      7.4000|  8.0589|  3.3640|3.5024E-6|    2.8513E-8|   8.7928|       1.5777|      38.400
bn090509215 |282.372|    3.167|   -1.280|16 05 36.0|-28 24 00|      0.0000|346.6725| 17.5452|3.5842E-6|    4.2737E-8|   4.1476|       1.1460|       4.864
bn090510016 |  0.960|    0.138|   -0.048|22 14 24.0|-26 36 00|      0.0000| 24.6062|-55.1187|3.3732E-6|    4.0576E-8|  40.9509|       1.5804|       0.528
bn090510325 |  7.424|    1.717|   -1.024|17 57 36.0|-57 54 00|     11.6000|335.4605|-16.0332|5.6035E-7|    2.7527E-8|   3.1354|       1.2149|       4.032
bn090511684 |  7.616|    1.605|   -1.472|10 47 36.0| 51 18 00|      7.0000|158.4823| 56.4127|2.4936E-6|    8.4677E-8|   5.5577|       0.7957|       0.448
bn090513916 | 25.280|    7.146|   -1.024|17 59 12.0|-31 36 00|      4.6000|359.1956| -3.8786|4.9405E-6|    1.7733E-7|   4.8736|       1.0336|      17.088
bn090513941 | 11.776|    2.064|   -3.840|06 36 24.0|-72 54 00|      8.8000|283.7172|-26.9353|1.0415E-6|    3.0052E-8|   5.2052|       1.8571|      -0.832
bn090514006 | 43.521|    1.739|    0.128|00 49 12.0|-10 54 00|      4.6000|120.9667|-73.7632|6.4562E-6|     1.073E-7|   7.8038|       0.8036|       0.704
bn090514726 |  2.240|    0.286|   -0.640|20 17 16.0|-24 24 00|      5.4667| 18.6502|-29.0029|2.2452E-6|    3.1326E-8|  13.4603|       1.1180|       0.384
bn090514734 | 54.401|    4.077|   -3.072|21 04 08.0|-43 58 00|     15.1667|356.8952|-41.8410|9.5504E-6|    2.1035E-7|   6.8845|       1.1511|      26.112
bn090516137 |110.594|    4.199|   15.872|08 08 48.0|-71 37 12|      2.6000|284.4899|-19.8637|1.6153E-5|    1.4397E-7|   4.8892|       1.0914|      80.897
bn090516353 |123.138|    2.064|  -38.145|09 13 02.4|-11 51 00|      0.0000|241.8811| 24.2637|1.6268E-5|    7.9118E-8|   7.7583|       1.5087|      10.176
bn090516853 | 14.464|    3.093|   -0.096|01 02 48.0|-13 42 00|      3.5000|134.6715|-76.3121|5.0024E-6|     9.592E-8|  10.0244|       1.0663|       0.480
bn090518080 |  2.048|    0.410|   -0.640|07 59 48.0| 00 45 00|      0.0000|220.2265| 15.5154|  9.91E-7|    2.6667E-8|   9.7452|       5.0456|      -2.112
bn090518244 |  6.784|    1.000|   -0.384|14 04 48.0|-16 42 00|      4.5000|327.1420| 42.6967|2.1052E-6|    6.8263E-8|   7.0966|       1.0216|       1.472
bn090519462 | 91.329|    3.692|  -18.944|07 03 36.0|-56 42 00|      3.9000|267.0233|-20.8055|4.3751E-6|    5.1287E-8|   6.5306|       1.0979|       0.128
bn090519881 | 74.177|    5.177|   -1.536|09 29 07.2| 00 10 48|      0.0000|233.2970| 34.5120|5.7264E-6|    6.1164E-8|   3.4458|       0.9647|      29.504
bn090520832 |  0.768|    0.834|   -0.448|22 08 00.0| 43 12 00|     12.0000| 93.9402|-10.2845| 2.317E-7|    2.5161E-8|   5.7562|       1.0069|      -0.192
bn090520850 |  3.776|    0.923|   -0.384|07 24 48.0|-19 42 00|      1.2000|234.1839| -1.8434|3.3206E-6|    1.0421E-7|   9.5253|       1.0563|       0.960
bn090520876 | 30.657|    0.859|  -18.176|08 45 12.0|-18 00 00|      4.3000|242.8666| 15.2007|6.1823E-6|    3.8762E-8|  10.8018|       1.0609|       3.008
bn090522344 | 20.288|    6.262|   -4.864|18 30 48.0| 19 36 00|      4.9000| 48.4161| 13.2004| 2.125E-6|    4.9443E-8|   6.0597|       0.8054|       1.152
bn090524346 | 54.337|    0.870|    0.896|21 58 00.0|-67 24 00|      1.3000|323.7412|-42.0390|1.6588E-5|    6.0658E-8|  14.4961|       0.9287|       5.440
bn090528173 | 35.905|    2.187|   -6.656|08 59 36.0|-35 48 00|      1.0000|259.1268|  6.6738|6.5647E-6|     1.144E-7|   7.6677|       0.8895|       4.928
bn090528516 | 79.041|    1.088|    4.352|20 48 48.0| 32 42 00|      1.0000| 75.2889| -6.9288|4.3518E-5|    8.8506E-8|  19.3246|       0.9358|      24.640
bn090529310 |  3.072|    0.362|   -0.512|15 24 48.0| 32 12 00|      7.2000| 51.0364| 56.4775| 8.344E-7|    3.7073E-8|   5.7140|       0.7525|       0.064
bn090529564 |  9.853|    0.179|    0.003|10 50 48.0| 47 18 00|      1.5000|164.3148| 58.9770|  8.69E-6|    3.3272E-8|  30.7129|       1.1863|       9.152
bn090530760 |157.699|    2.862|    3.328|04 52 48.0| 13 48 00|      1.0000|185.8548|-18.5980|6.1037E-5|    1.0546E-7|  13.4944|       1.5195|       9.600
bn090531775 |  0.768|    0.231|    0.000|16 48 14.4|-36 03 00|      0.0000|347.1972|  5.7448|3.1809E-7|    1.8368E-8|   5.9233|       1.1453|      -0.064
bn090602564 | 20.736|    7.209|   -1.536|16 35 45.6|-65 01 12|      3.3800|323.9052|-11.7474|2.7923E-6|     5.687E-8|   5.0746|       1.4722|       2.816
bn090606471 |  8.064|    1.262|   -1.280|09 47 45.6|-70 29 24|      5.5500|288.6844|-12.8870|9.4591E-7|     8.735E-8|   5.7937|       1.7951|       7.872
bn090608052 | 21.504|    2.290|  -16.384|06 40 45.6|-37 24 36|      4.5200|246.3636|-18.0557|1.2448E-6|    1.7538E-8|   4.3230|       0.8153|      -2.560
bn090610648 |  6.144|    8.136|   -4.096|05 36 48.0| 35 25 12|      5.1800|173.5101|  1.8467|1.3498E-6|      5.64E-8|   4.5955|       0.7435|       0.064
bn090610723 |146.434|    4.419|   -3.584|18 23 57.6|-42 05 24|      9.5000|352.0842|-13.0999|3.7413E-6|    9.2493E-8|   3.9137|       1.1365|     131.522
bn090610883 |  7.424|    1.639|   -2.816|04 41 28.8| 30 18 00|      8.1700|170.7257|-10.5266|7.6429E-7|    2.2375E-8|   4.3425|       1.3207|       1.088
bn090612619 | 37.120|    1.717|  -32.512|05 24 07.2| 17 42 36|      2.1500|186.8821|-10.1685|6.6571E-6|    4.3416E-8|   8.7490|       1.0141|       1.152
bn090616157 |  1.152|    1.168|   -0.192|06 52 16.8|-03 42 36|     10.3500|216.3304| -1.5037|4.1255E-7|     2.258E-8|   4.0621|       0.7209|       0.064
bn090617208 |  0.192|    0.143|   -0.064|05 15 33.6| 15 39 00|      4.2100|187.4969|-13.0116| 9.427E-7|    1.6608E-8|  18.9418|       0.8053|       0.000
bn090618353 |112.386|    1.086|    7.936|19 35 57.6| 78 21 27|      0.0013|110.3814| 24.3262|2.6845E-4|    4.2894E-7|  76.1647|       4.7542|      63.489
bn090620400 | 13.568|    0.724|    0.512|15 49 24.0| 61 09 00|      1.0000| 94.4237| 44.8889|1.3263E-5|    4.2682E-8|  19.0813|       1.2984|       4.480
bn090620901 |  0.960|    0.272|   -0.576|16 05 31.2|-43 01 12|      8.2700|336.4174|  6.8855|4.3097E-7|    3.2262E-8|   3.9296|       0.7142|      -0.512
bn090621185 |106.754|   14.373|   -2.560|00 44 04.8| 61 56 28|      0.0014|122.0666| -0.9182| 1.084E-5|    2.1134E-7|   5.9586|       0.8558|      36.672
bn090621417 | 27.008|    6.136|   -3.840|17 09 57.6|-28 27 36|      3.2500|356.0573|  6.7732|3.8211E-6|    1.0975E-7|   6.4481|       0.7993|      11.776
bn090621447 | 26.112|    5.655|   -0.256|00 49 04.8|-22 34 48|      6.4600|116.0988|-85.4204|1.5666E-6|     5.247E-8|   5.7056|       1.1599|      17.984
bn090621922 |  0.384|    1.032|   -0.128|20 53 43.7| 69 00 47|      0.0500|104.2887| 15.2842|4.7593E-7|    1.9436E-8|   9.7937|       1.5047|      -0.064
bn090623107 | 47.105|    2.573|    0.320|20 36 00.0|-43 14 24|      2.0300|357.6144|-36.7282|1.1845E-5|    7.1497E-8|   8.5301|       0.7523|       0.960
bn090623913 |  7.168|    3.114|   -0.256|02 46 48.0| 01 48 00|      1.5000|171.3901|-49.8974|2.1558E-6|    5.5426E-8|   5.4134|       1.3015|       3.200
bn090625234 | 14.336|    0.923|   -3.584|01 21 09.6|-06 25 48|      3.1000|143.1128|-68.1295|1.3521E-6|     1.284E-8|   3.6754|       2.0800|      11.072
bn090625560 | 13.056|    1.145|   -1.280|00 09 02.8|-65 46 49|      0.0011|309.7849|-50.7802|2.3679E-6|     6.817E-8|   6.7676|       2.0016|       3.200
bn090626189 | 48.897|    2.828|    1.536|11 20 02.4|-33 30 00|      0.3200|281.8880| 25.6096|6.3046E-5|    1.0656E-7|  53.2969|       2.8602|      34.625
bn090626707 |   null|     null|     null|09 05 45.6| 14 26 24|      7.7300|214.5158| 36.1865|     null|         null|     null|         null|        null
bn090629543 | 20.480|    4.762|   -9.472|00 33 55.2| 17 40 12|      7.3700|117.0258|-45.0008|4.3931E-7|    2.4832E-8|   3.1122|       0.9226|      10.112
bn090630311 |  2.880|    0.320|   -0.640|09 46 12.0|-46 34 48|      5.8000|272.9920|  5.2419|1.0777E-6|     1.255E-8|   7.6488|       0.8267|       0.512
bn090701225 |  4.160|    0.692|   -3.520|07 38 45.6|-42 04 12|      4.2000|255.4299| -9.7924|4.4247E-7|    1.5773E-8|   5.3832|       0.8088|      -0.640
bn090703329 |  8.960|    1.864|   -2.304|00 03 04.8| 09 40 48|      5.2500|103.6204|-51.3694|8.4599E-7|    2.8805E-8|   3.7924|       1.1187|       1.344
bn090704242 | 69.889|    5.724|    0.512|13 52 49.2| 22 47 24|      0.0283| 18.9704| 75.4393|8.4824E-6|     9.961E-8|   5.6929|       1.8780|      42.817
bn090704783 | 19.456|    2.064|   -1.792|19 45 24.0| 25 52 48|      6.3500| 61.8927|  0.7009|1.5805E-6|    4.4168E-8|   5.1161|       1.2550|       1.984
bn090706283 | 57.857|    7.442|  -36.609|13 40 16.8|-47 04 12|      3.0100|311.5084| 14.9868|3.4858E-6|    5.0724E-8|   4.9154|       1.2337|       0.640
bn090708152 | 21.248|    3.167|   -3.840|10 18 31.0| 26 38 13|      0.0500|204.8199| 56.0314|1.0102E-6|     2.763E-8|   3.3339|       0.9446|       3.328
bn090709630 | 22.272|    9.230|    0.512|06 14 22.3| 64 05 06|      0.0500|150.3191| 20.3344| 2.208E-6|    3.9117E-8|   5.1072|       0.7544|       3.840
bn090711850 | 51.969|    2.560|   -0.768|09 18 26.4|-64 44 24|      1.0000|282.5712|-10.6697|5.7921E-6|    1.3083E-7|   5.8430|       1.0334|       1.856
bn090712160 | 94.722|    6.700|  -60.929|04 40 23.3| 22 31 30|      0.0270|176.7143|-15.6762|3.9399E-6|    4.5311E-8|   4.8651|       1.3929|       7.488
bn090713020 | 82.817|    2.318|    1.344|18 59 12.0|-03 19 48|      2.3900| 30.8493| -3.2431|9.4766E-6|    4.4462E-8|   5.4269|       0.8767|      34.880
bn090717034 | 65.537|    1.557|    2.304|06 09 38.4|-62 28 48|      1.1800|271.7582|-28.6183|2.3235E-5|    7.4601E-8|  19.7585|       1.0140|       5.696
bn090717111 |  0.384|    0.181|   -0.192|16 27 48.0| 22 58 12|      3.9000| 40.6515| 41.1888|3.0812E-7|    2.5877E-8|   4.1774|       0.7993|      -0.192
bn090718720 | 76.481|    3.416|   -0.768|16 15 02.4|-06 40 48|      5.8600|  6.1438| 30.2939| 3.315E-6|    4.4235E-8|   5.4167|       1.3417|       6.400
bn090718762 | 23.744|    0.802|    3.392|18 16 28.8|-36 23 24|      1.1800|356.6638| -9.3037| 2.502E-5|    1.1932E-7|  32.1834|       1.3320|      22.208
bn090719063 | 11.392|    0.466|    0.896|22 45 04.8|-67 51 36|      1.0000|319.1665|-45.0783|4.6848E-5|    1.5783E-7|  41.5714|       1.6124|       5.056
bn090720276 |  4.480|    1.086|   -0.832|13 34 46.6|-10 20 06|      0.0500|320.0546| 51.0902| 2.914E-6|    3.7126E-8|  13.5526|       1.9569|       1.088
bn090720710 | 10.752|    1.056|   -0.256|13 32 00.0|-54 48 00|      2.9100|308.8087|  7.6083|1.4237E-5|    2.3723E-8|  34.1861|       1.5328|       0.064
bn090725838 | 13.760|    1.229|   -3.328|18 47 31.2|-69 29 24|      6.6000|325.6603|-24.9451|2.3588E-6|    4.6878E-8|   5.7407|       1.1271|      10.112
bn090726218 |  7.680|    0.724|   -0.256|16 01 48.0| 36 45 00|      7.0600| 58.7401| 48.9174|5.2165E-7|    2.0615E-8|   3.0680|       0.9252|       3.264
bn090730608 |  9.088|    1.680|   -1.664|16 50 19.2| 30 27 36|      3.6700| 51.7025| 38.1679| 3.183E-6|    7.5499E-8|   6.5844|       0.8832|       3.200
bn090802235 |  0.048|    0.023|   -0.016|05 37 19.2| 34 05 24|      3.9000|174.6901|  1.2232|5.4339E-7|    9.1728E-9|  30.7025|       2.2165|       0.000
bn090802666 | 27.520|    6.192|   -0.768|17 48 04.8|-71 46 12|     10.6900|321.7279|-20.9225|2.7698E-6|    6.7964E-8|   6.2708|       1.0543|       4.224
bn090804940 |  5.568|    0.362|    0.640|08 41 36.0|-11 18 00|      1.0000|236.6019| 18.3115|1.4426E-5|    1.8601E-7|  40.6888|       1.6829|       1.664
bn090805622 | 46.592|    2.318|   -0.768|20 00 06.5|-50 50 41|     11.0000|347.8441|-31.2959|5.7886E-6|    4.9624E-8|   7.3610|       1.6212|      -0.448
bn090807832 | 17.920|    2.757|   -1.280|21 47 36.0| 07 13 48|      2.5700| 63.8124|-33.8061|1.3418E-6|    2.5428E-8|  15.8203|       1.3099|       0.000
bn090809978 | 11.008|    0.320|    1.088|06 21 00.0| 00 09 36|      1.2000|209.3028| -6.6947|2.1629E-5|    1.2777E-7|  24.9291|       1.1649|       3.072
bn090810659 |125.182|    1.846|    0.004|11 15 43.2|-76 24 00|      5.5300|297.2760|-14.5907|9.3687E-6|    4.8233E-8|  10.2796|       1.8583|     110.914
bn090810781 | 62.977|   11.865|    0.192|07 45 43.2|-17 28 48|      2.7700|234.6536|  3.5673|5.1452E-6|    5.7252E-8|   6.8412|       1.0036|       2.880
bn090811696 | 14.848|    1.145|   -0.256|18 28 12.0| 22 13 12|      7.5400| 50.6269| 14.8229|1.0514E-6|    2.2362E-8|   5.0677|       1.1104|       8.896
bn090813174 |  7.552|    0.362|    0.384|15 03 12.5| 88 34 07|      0.0017|122.0478| 28.3266|3.3254E-6|     4.154E-8|  24.1472|       1.0988|       0.576
bn090814368 |  0.192|    0.045|   -0.032|22 09 55.2| 58 55 12|      5.5300|103.3766|  2.3232|6.1625E-7|    7.3766E-9|  11.1780|       1.0098|       0.128
bn090814950 |108.610|    8.816|   -0.256|20 30 36.0| 45 43 12|      2.1200| 83.4964|  3.7796|1.5983E-5|    3.8742E-7|   6.5774|       0.9611|      66.369
bn090815300 | 48.385|    1.086|   -1.536|02 44 07.2|-02 43 48|      7.8400|175.6403|-53.6483|1.4272E-6|     4.435E-8|   4.4950|       1.4695|       4.096
bn090815438 | 30.464|    3.566|   -9.216|01 25 40.8| 53 26 24|      5.6500|128.0837| -9.0889|4.4746E-6|    3.9614E-8|  13.1065|       1.7655|      16.512
bn090815946 |245.508|   17.169|   -2.304|16 45 02.4| 52 55 48|      2.3500| 80.7259| 40.1605|3.9911E-6|    5.1065E-8|   4.0024|       1.2593|     202.371
bn090817036 | 52.417|   10.657|  -13.440|04 15 51.8| 44 07 24|      0.0433|157.0342| -4.7997|4.6135E-6|    1.0698E-7|   5.5046|       1.2818|       5.632
bn090819607 |  0.192|    0.202|   -0.128|03 16 19.2|-67 07 12|      3.2900|284.1856|-44.3682|2.7212E-7|    1.9464E-8|   7.2562|       0.6982|      -0.064
bn090820027 | 12.416|    0.181|   31.168|05 50 48.0| 27 03 36|      1.0000|182.1971|  0.0102| 1.536E-4|    1.8351E-7| 135.4330|       2.9755|      34.624
bn090820509 | 15.296|    4.610|   -0.128|21 13 02.4|-18 34 48|      9.6400| 30.4717|-39.3442|1.3413E-6|    3.8061E-8|  10.2053|       0.8167|       0.192
bn090823133 | 58.113|    4.404|  -50.945|03 18 07.2|-17 34 48|     10.4000|204.9484|-54.9079|1.7665E-6|    5.8046E-8|   3.0974|       1.0141|       3.520
bn090824918 | 59.905|   10.014|   -4.608|03 06 36.0| 59 48 36|     12.2200|139.1768|  1.2714|3.6502E-6|    7.5117E-8|   9.7772|       2.6101|       5.504
bn090826068 |  8.704|    2.862|   -1.024|09 22 28.8|-00 06 36|      9.7200|232.4949| 32.9645| 8.484E-7|    4.0948E-8|   4.7543|       0.6861|       0.192
bn090828099 | 68.417|    3.167|   -1.024|08 17 31.2|-26 08 24|      1.2100|245.9279|  5.2899|2.3746E-5|    1.8558E-7|  16.4811|       1.1953|      53.313
bn090829672 | 67.585|    2.896|   10.240|21 56 55.2|-34 11 24|      1.0000| 11.2335|-52.1009|7.6637E-5|    1.5833E-7|  58.5744|       1.3509|      46.657
bn090829702 |101.633|    2.290|    1.792|23 39 57.6|-09 21 36|      3.2400| 76.0462|-65.4964|4.8119E-6|    5.5999E-8|   3.8923|       0.7776|      10.880
bn090831317 | 39.424|    0.572|    0.000|09 40 24.0| 50 58 12|      1.9200|166.0246| 46.9682|9.4445E-6|    7.3136E-8|  38.2298|       1.5584|       0.000
